OP,Sim,Value
1,7595,0.305044404
2,7595,0.290908412
3,7595,0.360244269
4,7595,0.040167338
5,7595,0.546392666
6,7595,0.174747636
7,7595,0.382482683
8,7595,0.906656177
9,7595,0.860811063
10,7595,0.560308526
1,7596,0.87694548
2,7596,0.874503535
3,7596,0.053986621
4,7596,0.193011116
5,7596,0.699413527
6,7596,0.90189984
7,7596,0.93874916
8,7596,0.740064583
9,7596,0.923306983
10,7596,0.008053942
1,7597,0.192592787
2,7597,0.329254792
3,7597,0.266639613
4,7597,0.947712925
5,7597,0.534444883
6,7597,0.64207667
7,7597,0.94087576
8,7597,0.422796427
9,7597,0.662571649
10,7597,0.785173799
1,7598,0.082790273
2,7598,0.66830747
3,7598,0.775931127
4,7598,0.97170067
5,7598,0.288097199
6,7598,0.954804219
7,7598,0.596771955
8,7598,0.586228079
9,7598,0.418743519
10,7598,0.041601513
1,7599,0.799519872
2,7599,0.501248202
3,7599,0.871503974
4,7599,0.333802364
5,7599,0.269121309
6,7599,0.305032818
7,7599,0.640070825
8,7599,0.766395237
9,7599,0.496734122
10,7599,0.957364127
1,7600,0.454449355
2,7600,0.249475647
3,7600,0.171175467
4,7600,0.358237268
5,7600,0.706985535
6,7600,0.141154862
7,7600,0.899422557
8,7600,0.235064579
9,7600,0.982520914
10,7600,0.862748576
1,7601,0.771844754
2,7601,0.187128885
3,7601,0.206262398
4,7601,0.944844071
5,7601,0.662384063
6,7601,0.739176489
7,7601,0.189911829
8,7601,0.291833077
9,7601,0.706593489
10,7601,0.683660317
1,7602,0.303234733
2,7602,0.254054905
3,7602,0.411734715
4,7602,0.271893074
5,7602,0.910573824
6,7602,0.08076773
7,7602,0.233964229
8,7602,0.750695373
9,7602,0.244258078
10,7602,0.460151328
1,7603,0.759051152
2,7603,0.0394715
3,7603,0.18404869
4,7603,0.619712001
5,7603,0.323863022
6,7603,0.080716271
7,7603,0.14107557
8,7603,0.802047068
9,7603,0.952999184
10,7603,0.018747901
1,7604,0.875325475
2,7604,0.426392199
3,7604,0.900381807
4,7604,0.040049252
5,7604,0.009208427
6,7604,0.400868456
7,7604,0.799448302
8,7604,0.64085024
9,7604,0.525195925
10,7604,0.98835618
1,7605,0.444138538
2,7605,0.762303357
3,7605,0.679094077
4,7605,0.177384384
5,7605,0.650981445
6,7605,0.248272251
7,7605,0.361999678
8,7605,0.375556931
9,7605,0.614747768
10,7605,0.423948339
1,7606,0.017034048
2,7606,0.806239541
3,7606,0.133662683
4,7606,0.007666867
5,7606,0.214602689
6,7606,0.268955986
7,7606,0.862433706
8,7606,0.484835354
9,7606,0.445402759
10,7606,0.704562826
1,7607,0.484788134
2,7607,0.60677113
3,7607,0.92853405
4,7607,0.582753916
5,7607,0.346154588
6,7607,0.108307361
7,7607,0.238298876
8,7607,0.146280041
9,7607,0.405864634
10,7607,0.783177061
1,7608,0.26786207
2,7608,0.3151053
3,7608,0.284388866
4,7608,0.181825857
5,7608,0.188367685
6,7608,0.073023553
7,7608,0.301556993
8,7608,0.414324499
9,7608,0.283447667
10,7608,0.474683964
1,7609,0.54977095
2,7609,0.629786977
3,7609,0.141725534
4,7609,0.563443565
5,7609,0.724223181
6,7609,0.106915241
7,7609,0.553766516
8,7609,0.090463934
9,7609,0.102387267
10,7609,0.862203171
1,7610,0.099535777
2,7610,0.994559132
3,7610,0.848114413
4,7610,0.563998105
5,7610,0.305436714
6,7610,0.920106786
7,7610,0.059504312
8,7610,0.226370787
9,7610,0.49681811
10,7610,0.752079706
1,7611,0.634842138
2,7611,0.878407623
3,7611,0.848560769
4,7611,0.095739785
5,7611,0.970557042
6,7611,0.564112465
7,7611,0.866897879
8,7611,0.739567644
9,7611,0.585417059
10,7611,0.006871409
1,7612,0.360762909
2,7612,0.019231831
3,7612,0.01225462
4,7612,0.108204324
5,7612,0.24078984
6,7612,0.010952249
7,7612,0.205498246
8,7612,0.638207881
9,7612,0.833447672
10,7612,0.819913636
1,7613,0.305376116
2,7613,0.41258039
3,7613,0.691782645
4,7613,0.045534254
5,7613,0.369435187
6,7613,0.360788237
7,7613,0.389309295
8,7613,0.766039057
9,7613,0.358444809
10,7613,0.346105929
1,7614,0.221627521
2,7614,0.91749935
3,7614,0.5606647
4,7614,0.78975125
5,7614,0.710240051
6,7614,0.594830508
7,7614,0.96415721
8,7614,0.567630727
9,7614,0.018488415
10,7614,0.848419212
1,7615,0.806601257
2,7615,0.266980331
3,7615,0.24040735
4,7615,0.383506405
5,7615,0.387442748
6,7615,0.511483322
7,7615,0.56971266
8,7615,0.827043319
9,7615,0.233822415
10,7615,0.261401893
1,7616,0.236107771
2,7616,0.918065435
3,7616,0.174928444
4,7616,0.909000325
5,7616,0.890484023
6,7616,0.844199791
7,7616,0.063964706
8,7616,0.824121032
9,7616,0.54738239
10,7616,0.711834364
1,7617,0.744760754
2,7617,0.167314671
3,7617,0.859489793
4,7617,0.381746696
5,7617,0.640658736
6,7617,0.55737587
7,7617,0.823888289
8,7617,0.588996074
9,7617,0.587692109
10,7617,0.409375162
1,7618,0.048067663
2,7618,0.32230778
3,7618,0.426109343
4,7618,0.08739689
5,7618,0.058699651
6,7618,0.35635216
7,7618,0.103751497
8,7618,0.009182238
9,7618,0.491175091
10,7618,0.827067811
1,7619,0.347052138
2,7619,0.569981751
3,7619,0.012996863
4,7619,0.579959551
5,7619,0.538819097
6,7619,0.486144988
7,7619,0.886226025
8,7619,0.037374664
9,7619,0.859485184
10,7619,0.29634094
1,7620,0.009482891
2,7620,0.320762977
3,7620,0.221925743
4,7620,0.507817435
5,7620,0.016669087
6,7620,0.175788232
7,7620,0.373083576
8,7620,0.332194156
9,7620,0.41671482
10,7620,0.899911131
1,7621,0.604482582
2,7621,0.133181837
3,7621,0.469929955
4,7621,0.365940426
5,7621,0.070232418
6,7621,0.706666484
7,7621,0.189603256
8,7621,0.90871124
9,7621,0.485090373
10,7621,0.929105134
1,7622,0.332601601
2,7622,0.693152378
3,7622,0.253084136
4,7622,0.493117696
5,7622,0.335359661
6,7622,0.866810764
7,7622,0.879550015
8,7622,0.247802397
9,7622,0.009792742
10,7622,0.209450601
1,7623,0.116446495
2,7623,0.075324128
3,7623,0.958881529
4,7623,0.352071392
5,7623,0.455470165
6,7623,0.153325384
7,7623,0.21123903
8,7623,0.908249491
9,7623,0.358581461
10,7623,0.861860213
1,7624,0.622613547
2,7624,0.393579905
3,7624,0.588989864
4,7624,0.076738718
5,7624,0.668080992
6,7624,0.221935331
7,7624,0.123801632
8,7624,0.628410455
9,7624,0.843501357
10,7624,0.865935993
1,7625,0.523444143
2,7625,0.34986116
3,7625,0.314086635
4,7625,0.262720806
5,7625,0.850092253
6,7625,0.610198577
7,7625,0.645152532
8,7625,0.723367628
9,7625,0.540850983
10,7625,0.076373802
1,7626,0.344932686
2,7626,0.267225744
3,7626,0.705215095
4,7626,0.056366309
5,7626,0.368694603
6,7626,0.996836421
7,7626,0.289686808
8,7626,0.022042553
9,7626,0.744676849
10,7626,0.744575397
1,7627,0.316240927
2,7627,0.100068443
3,7627,0.57035304
4,7627,0.555636855
5,7627,0.59226081
6,7627,0.682867248
7,7627,0.813098212
8,7627,0.536573542
9,7627,0.369439486
10,7627,0.800953076
1,7628,0.086581231
2,7628,0.2525217
3,7628,0.019852785
4,7628,0.745729139
5,7628,0.523608378
6,7628,0.308564765
7,7628,0.660301306
8,7628,0.86664474
9,7628,0.700996213
10,7628,0.99622733
1,7629,0.895248911
2,7629,0.958293651
3,7629,0.378067374
4,7629,0.815918599
5,7629,0.221270725
6,7629,0.327458573
7,7629,0.926800177
8,7629,0.175160361
9,7629,0.65300777
10,7629,0.520364394
1,7630,0.766348946
2,7630,0.791545693
3,7630,0.725548186
4,7630,0.71177622
5,7630,0.615130166
6,7630,0.109610856
7,7630,0.095522318
8,7630,0.023435072
9,7630,0.233839104
10,7630,0.269550727
1,7631,0.20838443
2,7631,0.117247236
3,7631,0.131719423
4,7631,0.202344334
5,7631,0.783903489
6,7631,0.560918344
7,7631,0.315785209
8,7631,0.574245878
9,7631,0.236650505
10,7631,0.177160188
1,7632,0.581518361
2,7632,0.688304053
3,7632,0.680884717
4,7632,0.912067519
5,7632,0.355487312
6,7632,0.326111599
7,7632,0.812307399
8,7632,0.705808214
9,7632,0.478526129
10,7632,0.411630674
1,7633,0.743326747
2,7633,0.291580838
3,7633,0.659507452
4,7633,0.875318352
5,7633,0.695158019
6,7633,0.325957381
7,7633,0.420151553
8,7633,0.811595349
9,7633,0.052912801
10,7633,0.506785544
1,7634,0.491572211
2,7634,0.933678684
3,7634,0.943326863
4,7634,0.724194632
5,7634,0.069198288
6,7634,0.691702635
7,7634,0.706494396
8,7634,0.302167443
9,7634,0.890749036
10,7634,0.136137963
1,7635,0.062725637
2,7635,0.488964751
3,7635,0.590451438
4,7635,0.610121577
5,7635,0.649002668
6,7635,0.699157459
7,7635,0.600023193
8,7635,0.675405897
9,7635,0.355329335
10,7635,0.825197608
1,7636,0.463905649
2,7636,0.275162168
3,7636,0.031418599
4,7636,0.642168433
5,7636,0.642829306
6,7636,0.405640771
7,7636,0.95932641
8,7636,0.965487351
9,7636,0.873631112
10,7636,0.180245728
1,7637,0.737545541
2,7637,0.365445746
3,7637,0.123791457
4,7637,0.738814753
5,7637,0.939081195
6,7637,0.349373937
7,7637,0.437860182
8,7637,0.560883856
9,7637,0.471087965
10,7637,0.943042642
1,7638,0.776912449
2,7638,0.39320853
3,7638,0.9354729
4,7638,0.528111959
5,7638,0.293860276
6,7638,0.206921768
7,7638,0.628481448
8,7638,0.871347083
9,7638,0.816541901
10,7638,0.984516621
1,7639,0.825748151
2,7639,0.839564578
3,7639,0.291043388
4,7639,0.73753247
5,7639,0.699455183
6,7639,0.683097814
7,7639,0.484075698
8,7639,0.489479343
9,7639,0.696345596
10,7639,0.418901137
1,7640,0.516435693
2,7640,0.034492683
3,7640,0.064090044
4,7640,0.588307826
5,7640,0.588946954
6,7640,0.431997294
7,7640,0.917858153
8,7640,0.928082077
9,7640,0.503261291
10,7640,0.614728586
1,7641,0.46060089
2,7641,0.175616737
3,7641,0.532182071
4,7641,0.512924273
5,7641,0.30362848
6,7641,0.375208376
7,7641,0.034837622
8,7641,0.655463315
9,7641,0.276274059
10,7641,0.208989577
1,7642,0.835572652
2,7642,0.14924193
3,7642,0.764077454
4,7642,0.895292609
5,7642,0.909268225
6,7642,0.384150173
7,7642,0.023234612
8,7642,0.31119606
9,7642,0.587787785
10,7642,0.15128134
1,7643,0.291805529
2,7643,0.524932302
3,7643,0.858276059
4,7643,0.968891664
5,7643,0.942583693
6,7643,0.618068401
7,7643,0.664770573
8,7643,0.260939243
9,7643,0.768265471
10,7643,0.443892576
1,7644,0.786155764
2,7644,0.647348687
3,7644,0.864146942
4,7644,0.675542257
5,7644,0.973847983
6,7644,0.357422798
7,7644,0.989851107
8,7644,0.906708767
9,7644,0.89642486
10,7644,0.610894011
1,7645,0.16195238
2,7645,0.647446908
3,7645,0.996282321
4,7645,0.550666479
5,7645,0.257466318
6,7645,0.249886075
7,7645,0.305095514
8,7645,0.705447129
9,7645,0.781733685
10,7645,0.351835615
1,7646,0.083722647
2,7646,0.648197069
3,7646,0.403770168
4,7646,0.567823249
5,7646,0.219031061
6,7646,0.988761552
7,7646,0.628186095
8,7646,0.311117914
9,7646,0.563668754
10,7646,0.667467054
1,7647,0.507763117
2,7647,0.363215319
3,7647,0.422633645
4,7647,0.686498534
5,7647,0.841448927
6,7647,0.825789075
7,7647,0.105394925
8,7647,0.19599526
9,7647,0.410700436
10,7647,0.09305712
1,7648,0.586964005
2,7648,0.111553892
3,7648,0.402047512
4,7648,0.570093094
5,7648,0.126506408
6,7648,0.716543961
7,7648,0.249403549
8,7648,0.655652506
9,7648,0.805884646
10,7648,0.261842549
1,7649,0.222147229
2,7649,0.837854926
3,7649,0.210115616
4,7649,0.350324171
5,7649,0.692088905
6,7649,0.66050986
7,7649,0.572157532
8,7649,0.373242975
9,7649,0.821265868
10,7649,0.962239197
1,7650,0.01909108
2,7650,0.36925719
3,7650,0.566730055
4,7650,0.687398903
5,7650,0.849909103
6,7650,0.226615204
7,7650,0.886834265
8,7650,0.026049293
9,7650,0.492046468
10,7650,0.333325199
1,7651,0.147375155
2,7651,0.147209462
3,7651,0.039107334
4,7651,0.701530757
5,7651,0.024343808
6,7651,0.246072792
7,7651,0.370963176
8,7651,0.525025192
9,7651,0.392327743
10,7651,0.526846468
1,7652,0.281234257
2,7652,0.260826436
3,7652,0.793686663
4,7652,0.776071178
5,7652,0.900812672
6,7652,0.154286711
7,7652,0.005471338
8,7652,0.543720815
9,7652,0.114136628
10,7652,0.183847022
1,7653,0.849296201
2,7653,0.678294071
3,7653,0.196355665
4,7653,0.095131946
5,7653,0.838938126
6,7653,0.950642001
7,7653,0.590417005
8,7653,0.403742277
9,7653,0.170524865
10,7653,0.743810754
1,7654,0.748880547
2,7654,0.149949264
3,7654,0.991979221
4,7654,0.655756725
5,7654,0.403721875
6,7654,0.551369835
7,7654,0.157874234
8,7654,0.738997181
9,7654,0.121515322
10,7654,0.745387261
1,7655,0.140893571
2,7655,0.463602504
3,7655,0.178457271
4,7655,0.510800269
5,7655,0.005950915
6,7655,0.330476236
7,7655,0.044530034
8,7655,0.611707631
9,7655,0.437485873
10,7655,0.441745275
1,7656,0.039631004
2,7656,0.65578689
3,7656,0.240593517
4,7656,0.439306838
5,7656,0.158684568
6,7656,0.879465562
7,7656,0.50651591
8,7656,0.614208146
9,7656,0.230297332
10,7656,0.764138572
1,7657,0.759129087
2,7657,0.665874889
3,7657,0.791763864
4,7657,0.706861518
5,7657,0.455767356
6,7657,0.282035533
7,7657,0.513986349
8,7657,0.513579355
9,7657,0.632843789
10,7657,0.76422946
1,7658,0.487444241
2,7658,0.324362914
3,7658,0.650004829
4,7658,0.395366294
5,7658,0.986005689
6,7658,0.221950378
7,7658,0.680372093
8,7658,0.733661282
9,7658,0.756739106
10,7658,0.131997086
1,7659,0.173106513
2,7659,0.220669656
3,7659,0.268284146
4,7659,0.241710802
5,7659,0.334572326
6,7659,0.639427572
7,7659,0.217501932
8,7659,0.870542497
9,7659,0.76870857
10,7659,0.816153697
1,7660,0.810856555
2,7660,0.498652537
3,7660,0.45963912
4,7660,0.685631606
5,7660,0.424477863
6,7660,0.890047612
7,7660,0.179607066
8,7660,0.852213365
9,7660,0.940437954
10,7660,0.585420566
1,7661,0.00859705
2,7661,0.438962636
3,7661,0.52698046
4,7661,0.405352058
5,7661,0.550650681
6,7661,0.117984295
7,7661,0.433540162
8,7661,0.276411991
9,7661,0.655587831
10,7661,0.424293204
1,7662,0.605156385
2,7662,0.135388128
3,7662,0.626161286
4,7662,0.085201603
5,7662,0.505014663
6,7662,0.991287807
7,7662,0.110698483
8,7662,0.999895743
9,7662,0.017787634
10,7662,0.419472938
1,7663,0.744696419
2,7663,0.80487019
3,7663,0.472026647
4,7663,0.526082024
5,7663,0.808567229
6,7663,0.096275103
7,7663,0.952789281
8,7663,0.954248099
9,7663,0.868749032
10,7663,0.433077548
1,7664,0.166199524
2,7664,0.920409467
3,7664,0.06738583
4,7664,0.358711637
5,7664,0.232559039
6,7664,0.009065223
7,7664,0.315248975
8,7664,0.44832993
9,7664,0.238643337
10,7664,0.620980155
1,7665,0.088691399
2,7665,0.435871609
3,7665,0.337918096
4,7665,0.032835277
5,7665,0.241074072
6,7665,0.102167391
7,7665,0.525909142
8,7665,0.631685712
9,7665,0.785565253
10,7665,0.187232353
1,7666,0.966095446
2,7666,0.647749678
3,7666,0.314195612
4,7666,0.039257042
5,7666,0.206892841
6,7666,0.363378399
7,7666,0.086345855
8,7666,0.916157557
9,7666,0.248652963
10,7666,0.894870563
1,7667,0.242761734
2,7667,0.794451551
3,7667,0.506748458
4,7667,0.142590689
5,7667,0.444282967
6,7667,0.987343577
7,7667,0.149370894
8,7667,0.026709907
9,7667,0.01435194
10,7667,0.099750786
1,7668,0.206082889
2,7668,0.372901074
3,7668,0.681029063
4,7668,0.217595536
5,7668,0.392536826
6,7668,0.951105337
7,7668,0.298890041
8,7668,0.687396506
9,7668,0.14716367
10,7668,0.461215653
1,7669,0.077400347
2,7669,0.411207746
3,7669,0.560046833
4,7669,0.978614892
5,7669,0.397923655
6,7669,0.819037645
7,7669,0.766499663
8,7669,0.12922166
9,7669,0.476651885
10,7669,0.338204942
1,7670,0.332694166
2,7670,0.187109609
3,7670,0.431952849
4,7670,0.119891468
5,7670,0.032890441
6,7670,0.856071318
7,7670,0.042438322
8,7670,0.362083184
9,7670,0.260455729
10,7670,0.484929017
1,7671,0.85334007
2,7671,0.343830648
3,7671,0.382813164
4,7671,0.006869258
5,7671,0.533323777
6,7671,0.82605264
7,7671,0.922488632
8,7671,0.809560829
9,7671,0.257397244
10,7671,0.257531719
1,7672,0.758620194
2,7672,0.139083265
3,7672,0.671654723
4,7672,0.34512262
5,7672,0.136260634
6,7672,0.912574851
7,7672,0.664337731
8,7672,0.223579086
9,7672,0.797062215
10,7672,0.797767997
1,7673,0.373875224
2,7673,0.135099941
3,7673,0.722150035
4,7673,0.29765333
5,7673,0.80186165
6,7673,0.308001204
7,7673,0.805035858
8,7673,0.813963482
9,7673,0.856608187
10,7673,0.675086973
1,7674,0.894433503
2,7674,0.429235458
3,7674,0.766599225
4,7674,0.155965277
5,7674,0.341431703
6,7674,0.199962211
7,7674,0.859230924
8,7674,0.957130476
9,7674,0.31146316
10,7674,0.801142817
1,7675,0.435709158
2,7675,0.895841664
3,7675,0.90530963
4,7675,0.417991137
5,7675,0.631472413
6,7675,0.969937705
7,7675,0.29172719
8,7675,0.052940062
9,7675,0.51564219
10,7675,0.218467384
1,7676,0.385002587
2,7676,0.314801958
3,7676,0.119356935
4,7676,0.778068505
5,7676,0.168995841
6,7676,0.439784224
7,7676,0.649317535
8,7676,0.488587547
9,7676,0.783282714
10,7676,0.608103764
1,7677,0.604027441
2,7677,0.234133191
3,7677,0.931646135
4,7677,0.583854923
5,7677,0.399944273
6,7677,0.483962053
7,7677,0.418377221
8,7677,0.095233823
9,7677,0.306649032
10,7677,0.882086176
1,7678,0.59129904
2,7678,0.816136768
3,7678,0.664234749
4,7678,0.272747997
5,7678,0.794789686
6,7678,0.858829658
7,7678,0.781273066
8,7678,0.207646101
9,7678,0.759603611
10,7678,0.453482224
1,7679,0.568604996
2,7679,0.332008559
3,7679,0.224856476
4,7679,0.841771272
5,7679,0.13922607
6,7679,0.637132696
7,7679,0.135501446
8,7679,0.182925169
9,7679,0.618996868
10,7679,0.191095222
1,7680,0.166659144
2,7680,0.396237634
3,7680,0.43472413
4,7680,0.92504967
5,7680,0.171188457
6,7680,0.443394332
7,7680,0.41947406
8,7680,0.438967742
9,7680,0.972116644
10,7680,0.381567379
1,7681,0.601807592
2,7681,0.128804913
3,7681,0.736176102
4,7681,0.298138138
5,7681,0.200661569
6,7681,0.8341898
7,7681,0.96489464
8,7681,0.47316569
9,7681,0.129363133
10,7681,0.329902333
1,7682,0.743018074
2,7682,0.016306707
3,7682,0.849699442
4,7682,0.290805055
5,7682,0.890570979
6,7682,0.373307566
7,7682,0.299165616
8,7682,0.786116816
9,7682,0.897296281
10,7682,0.297612155
1,7683,0.164029288
2,7683,0.501284533
3,7683,0.870206808
4,7683,0.475085383
5,7683,0.957293688
6,7683,0.345372247
7,7683,0.802545734
8,7683,0.360417116
9,7683,0.817185313
10,7683,0.568651779
1,7684,0.230721141
2,7684,0.742672609
3,7684,0.846857161
4,7684,0.675747863
5,7684,0.153886715
6,7684,0.283642341
7,7684,0.867513986
8,7684,0.269811827
9,7684,0.323166755
10,7684,0.410278763
1,7685,0.929941337
2,7685,0.645993993
3,7685,0.609110859
4,7685,0.949126272
5,7685,0.900514065
6,7685,0.446523607
7,7685,0.837911641
8,7685,0.971852407
9,7685,0.864843406
10,7685,0.375212914
1,7686,0.654663257
2,7686,0.623059324
3,7686,0.625230239
4,7686,0.432599158
5,7686,0.714507648
6,7686,0.700662523
7,7686,0.208969639
8,7686,0.300047033
9,7686,0.260302212
10,7686,0.902431557
1,7687,0.58874565
2,7687,0.71064667
3,7687,0.636283638
4,7687,0.127296798
5,7687,0.081751536
6,7687,0.236948729
7,7687,0.102627742
8,7687,0.638225807
9,7687,0.545575442
10,7687,0.862954984
1,7688,0.983611183
2,7688,0.306941675
3,7688,0.6089553
4,7688,0.867716215
5,7688,0.382224499
6,7688,0.11684402
7,7688,0.433913169
8,7688,0.94006158
9,7688,0.470552919
10,7688,0.80531111
1,7689,0.299790754
2,7689,0.837557519
3,7689,0.146401201
4,7689,0.18037596
5,7689,0.020359424
6,7689,0.930697514
7,7689,0.690549112
8,7689,0.901411172
9,7689,0.008206987
10,7689,0.681948608
1,7690,0.556975409
2,7690,0.676205325
3,7690,0.44971965
4,7690,0.138347243
5,7690,0.915602671
6,7690,0.436231159
7,7690,0.402844007
8,7690,0.237795811
9,7690,0.778352936
10,7690,0.334451729
1,7691,0.667035998
2,7691,0.797552703
3,7691,0.608249136
4,7691,0.459931518
5,7691,0.163026451
6,7691,0.579528758
7,7691,0.947881083
8,7691,0.235467878
9,7691,0.583139387
10,7691,0.149224549
1,7692,0.512781495
2,7692,0.739717771
3,7692,0.990858637
4,7692,0.053312078
5,7692,0.355695623
6,7692,0.115424541
7,7692,0.482489857
8,7692,0.977970911
9,7692,0.125249992
10,7692,0.533766299
1,7693,0.729662728
2,7693,0.087369429
3,7693,0.370173864
4,7693,0.402490363
5,7693,0.936519523
6,7693,0.820296104
7,7693,0.939226353
8,7693,0.866768016
9,7693,0.216729339
10,7693,0.419205145
1,7694,0.226840554
2,7694,0.438666939
3,7694,0.51954767
4,7694,0.540359888
5,7694,0.619169447
6,7694,0.967428695
7,7694,0.851159985
8,7694,0.867197582
9,7694,0.829984168
10,7694,0.745792167
1,7695,0.993316968
2,7695,0.642919757
3,7695,0.415814006
4,7695,0.938568374
5,7695,0.548977103
6,7695,0.084061275
7,7695,0.269871936
8,7695,0.946981988
9,7695,0.135841217
10,7695,0.880595796
1,7696,0.196591541
2,7696,0.649781447
3,7696,0.457640903
4,7696,0.021545208
5,7696,0.119376342
6,7696,0.563231557
7,7696,0.297226404
8,7696,0.183143987
9,7696,0.502986335
10,7696,0.167014785
1,7697,0.208768988
2,7697,0.093191638
3,7697,0.232240643
4,7697,0.341906635
5,7697,0.487745879
6,7697,0.039782815
7,7697,0.047710958
8,7697,0.347604868
9,7697,0.188185274
10,7697,0.341247577
1,7698,0.108675869
2,7698,0.009364154
3,7698,0.842338635
4,7698,0.833431685
5,7698,0.880685542
6,7698,0.978205592
7,7698,0.683707873
8,7698,0.71778978
9,7698,0.464832212
10,7698,0.714217271
1,7699,0.789478688
2,7699,0.288663779
3,7699,0.837539066
4,7699,0.234248849
5,7699,0.858875056
6,7699,0.973538744
7,7699,0.021413145
8,7699,0.154108496
9,7699,0.984654106
10,7699,0.739100833
1,7700,0.512129612
2,7700,0.19396518
3,7700,0.025251007
4,7700,0.810572749
5,7700,0.2721996
6,7700,0.883003486
7,7700,0.818667182
8,7700,0.280904779
9,7700,0.197787614
10,7700,0.26870158
1,7701,0.454402865
2,7701,0.694946937
3,7701,0.319491257
4,7701,0.739953533
5,7701,0.358067194
6,7701,0.697292351
7,7701,0.698537962
8,7701,0.187316569
9,7701,0.621410357
10,7701,0.506656664
1,7702,0.933468412
2,7702,0.2017826
3,7702,0.966905078
4,7702,0.185705587
5,7702,0.402127466
6,7702,0.74738829
7,7702,0.068758314
8,7702,0.424270006
9,7702,0.618179656
10,7702,0.727200378
1,7703,0.228044571
2,7703,0.387210188
3,7703,0.449771839
4,7703,0.047826731
5,7703,0.097238707
6,7703,0.2770031
7,7703,0.615746076
8,7703,0.025888672
9,7703,0.206736267
10,7703,0.71610971
1,7704,0.997836825
2,7704,0.262590648
3,7704,0.13462457
4,7704,0.943206133
5,7704,0.42071202
6,7704,0.397686972
7,7704,0.68703532
8,7704,0.735880794
9,7704,0.938213605
10,7704,0.460503725
1,7705,0.540882736
2,7705,0.18820582
3,7705,0.22302057
4,7705,0.379495042
5,7705,0.498621575
6,7705,0.741528898
7,7705,0.664060263
8,7705,0.211760144
9,7705,0.590934823
10,7705,0.782809233
1,7706,0.966534008
2,7706,0.772102307
3,7706,0.022646158
4,7706,0.058915626
5,7706,0.979068294
6,7706,0.49711675
7,7706,0.889524215
8,7706,0.748403753
9,7706,0.517325403
10,7706,0.701119786
1,7707,0.506725377
2,7707,0.455397306
3,7707,0.91265567
4,7707,0.407589313
5,7707,0.989682529
6,7707,0.800866832
7,7707,0.58780138
8,7707,0.916310302
9,7707,0.513958548
10,7707,0.989552595
1,7708,0.199231114
2,7708,0.694589982
3,7708,0.788199718
4,7708,0.740400748
5,7708,0.990081217
6,7708,0.075169872
7,7708,0.896042324
8,7708,0.050031436
9,7708,0.302126152
10,7708,0.30849161
1,7709,0.038454603
2,7709,0.358146869
3,7709,0.696002283
4,7709,0.220055702
5,7709,0.884722397
6,7709,0.37034717
7,7709,0.517714288
8,7709,0.64206623
9,7709,0.425237304
10,7709,0.103742206
1,7710,0.53392391
2,7710,0.349640928
3,7710,0.221054242
4,7710,0.063847448
5,7710,0.444751063
6,7710,0.995075823
7,7710,0.510296533
8,7710,0.300793967
9,7710,0.513130839
10,7710,0.789198485
1,7711,0.486080564
2,7711,0.063381608
3,7711,0.013851207
4,7711,0.210928838
5,7711,0.453055668
6,7711,0.782550529
7,7711,0.893181179
8,7711,0.084140562
9,7711,0.081023429
10,7711,0.88711062
1,7712,0.445293642
2,7712,0.217970644
3,7712,0.313262638
4,7712,0.621748615
5,7712,0.934868902
6,7712,0.232576653
7,7712,0.000447047
8,7712,0.840660621
9,7712,0.194736686
10,7712,0.544301438
1,7713,0.684933436
2,7713,0.343824084
3,7713,0.807371808
4,7713,0.604112336
5,7713,0.632902382
6,7713,0.295048872
7,7713,0.870539658
8,7713,0.725287448
9,7713,0.986539965
10,7713,0.797308069
1,7714,0.986468265
2,7714,0.23836073
3,7714,0.877371549
4,7714,0.616733676
5,7714,0.394513527
6,7714,0.739136534
7,7714,0.967744621
8,7714,0.160118974
9,7714,0.651910548
10,7714,0.13861038
1,7715,0.572154173
2,7715,0.849886862
3,7715,0.212942453
4,7715,0.476637765
5,7715,0.413321215
6,7715,0.028722738
7,7715,0.064585552
8,7715,0.199329826
9,7715,0.671424565
10,7715,0.999329236
1,7716,0.72832204
2,7716,0.527137743
3,7716,0.257566183
4,7716,0.150855143
5,7716,0.146729972
6,7716,0.57941558
7,7716,0.931727308
8,7716,0.345702412
9,7716,0.251305878
10,7716,0.785407574
1,7717,0.324632512
2,7717,0.12661337
3,7717,0.328374517
4,7717,0.276758298
5,7717,0.514587168
6,7717,0.442053576
7,7717,0.349191532
8,7717,0.958262435
9,7717,0.678461855
10,7717,0.000374463
1,7718,0.978858913
2,7718,0.460498347
3,7718,0.128097577
4,7718,0.595847677
5,7718,0.958059593
6,7718,0.467184195
7,7718,0.381752836
8,7718,0.225304142
9,7718,0.943915715
10,7718,0.785948531
1,7719,0.496536463
2,7719,0.934001769
3,7719,0.860785693
4,7719,0.828024483
5,7719,0.376130134
6,7719,0.360564481
7,7719,0.367992567
8,7719,0.977239201
9,7719,0.143485188
10,7719,0.898953915
1,7720,0.796748615
2,7720,0.0201619
3,7720,0.520847705
4,7720,0.478102735
5,7720,0.41356869
6,7720,0.136021125
7,7720,0.188392993
8,7720,0.906895813
9,7720,0.798652595
10,7720,0.163383746
1,7721,0.536676753
2,7721,0.568307432
3,7721,0.152708862
4,7721,0.136027948
5,7721,0.316205085
6,7721,0.28220166
7,7721,0.93715486
8,7721,0.542177042
9,7721,0.163609727
10,7721,0.036352701
1,7722,0.903739026
