Sim Num,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
8535,40,14,39,7,38,24,18,21,4,44,16,12,44,44,30,44,1,2,21,17,32,19,9,7,23,20,13,5,13,27,21,41,40,24,28,27,19,8,22,40,41,1,21,21,32,34,40,14,13,35,15,39,4,4,20,22,5,8,32,14,27,31,4,2,30,44,12,35,32,32,37,10,33,11,9,26,9,35,34,24,3,29,1,5,31,34,6,40,37,1
8536,27,22,29,7,16,37,44,24,3,4,16,9,28,37,21,37,38,15,17,32,2,20,23,34,3,19,1,42,42,12,36,3,5,21,2,6,14,32,2,23,25,6,43,13,2,11,3,21,30,40,8,25,32,34,28,7,17,6,36,32,8,22,37,37,43,20,36,33,20,21,28,9,19,34,27,4,14,37,33,33,25,17,10,10,8,9,12,29,35,11
8537,39,38,26,23,7,21,42,17,41,5,5,12,26,33,6,40,7,29,36,20,29,10,8,44,34,10,6,27,26,25,43,26,34,42,2,36,9,44,21,15,21,26,25,28,11,15,41,8,4,1,6,10,16,15,9,31,44,43,27,15,7,39,37,7,8,19,28,17,7,3,34,8,9,11,26,37,10,13,8,20,18,19,31,32,36,27,8,5,37,12
8538,43,25,23,10,30,9,7,13,35,4,31,18,22,1,27,16,37,18,18,13,31,5,11,26,12,33,7,30,37,37,11,43,16,39,23,16,25,6,2,7,31,21,2,35,27,20,42,35,13,30,23,17,33,23,27,38,41,5,44,14,4,22,41,32,22,28,3,30,10,15,17,11,23,15,12,40,19,18,32,38,11,9,43,32,20,2,12,25,40,3
8539,26,26,18,26,30,42,17,2,19,30,4,43,20,31,28,10,24,6,18,27,30,2,43,34,37,9,28,20,25,5,39,7,30,25,7,6,41,28,12,19,32,44,25,34,17,15,41,38,38,39,5,18,14,25,43,24,36,15,2,10,32,8,42,26,5,14,21,31,35,3,16,20,42,35,32,20,23,23,21,30,13,4,9,18,31,41,24,2,16,10
8540,25,43,13,3,43,28,41,29,21,19,15,40,37,38,34,17,13,24,27,9,40,29,18,37,15,18,8,33,43,27,6,14,21,24,7,14,18,4,22,15,5,34,39,20,40,43,28,33,28,6,33,3,32,32,33,3,38,2,9,32,12,19,37,24,33,18,10,44,2,22,32,23,3,27,3,42,6,16,25,33,24,28,23,7,32,18,7,39,8,3
8541,7,17,25,27,22,9,2,8,5,16,12,23,42,24,23,38,27,15,1,41,2,24,24,39,2,6,7,2,18,26,10,14,38,39,34,42,43,34,32,24,43,18,13,39,19,37,41,42,29,38,30,40,34,18,7,44,8,12,38,26,12,37,20,29,32,19,27,7,31,32,20,30,30,20,7,31,19,41,33,41,12,9,24,38,43,25,43,41,26,26
8542,34,13,32,33,15,2,39,22,38,30,3,27,1,35,40,22,44,35,28,13,17,11,35,28,1,27,19,5,38,10,1,3,42,10,7,29,26,10,18,34,32,30,26,6,17,43,1,2,18,8,21,12,36,2,20,36,21,43,5,19,29,22,16,8,26,24,34,39,23,30,6,44,1,7,32,10,9,21,35,6,42,10,32,42,12,2,21,20,25,9
8543,7,39,15,10,20,5,32,14,3,11,4,22,39,20,39,1,29,34,7,41,5,17,10,40,12,22,34,41,43,17,24,24,17,14,18,5,32,41,25,42,34,43,32,31,1,39,6,39,42,27,25,9,6,2,39,3,24,17,31,20,34,19,32,32,37,1,16,5,27,11,6,27,7,15,10,31,23,29,1,23,15,13,11,36,15,33,43,26,20,22
8544,24,30,2,13,23,28,11,21,27,44,3,43,30,41,41,36,41,17,6,5,18,10,39,2,30,39,42,31,43,13,27,8,38,30,17,43,22,24,42,15,22,6,19,14,28,11,36,2,29,8,6,36,41,9,23,16,30,43,38,27,8,44,8,37,11,3,31,2,14,20,21,30,19,28,13,14,32,28,31,11,17,10,44,44,39,43,42,5,30,1
8545,33,13,22,18,20,3,38,35,16,20,27,18,23,7,41,29,25,13,13,3,37,26,26,32,35,19,26,23,1,3,37,4,44,21,9,39,44,19,17,14,28,35,37,29,9,30,28,36,12,30,24,20,27,26,37,43,13,42,29,25,40,7,34,19,41,39,17,15,21,42,28,31,23,15,24,36,26,15,28,18,29,4,10,26,24,5,31,8,37,30
8546,32,40,1,14,8,27,22,38,18,44,34,35,12,39,19,28,25,40,10,30,11,32,35,15,33,40,34,39,43,40,22,33,26,13,20,24,21,3,14,26,15,38,33,15,8,33,42,25,1,33,9,25,29,13,15,33,3,18,3,32,6,43,1,20,28,3,9,18,15,16,16,13,31,26,31,1,18,20,28,15,43,42,44,25,15,44,22,17,32,17
8547,22,35,35,20,17,38,12,26,41,18,38,10,8,17,29,34,5,14,22,28,25,8,26,35,22,27,17,33,2,22,37,31,28,7,13,12,14,21,8,11,9,17,20,8,29,7,38,34,2,1,16,21,26,16,7,27,5,18,13,26,36,37,37,14,6,28,35,2,21,2,15,28,41,33,30,23,2,31,26,38,8,6,17,44,14,20,1,31,8,38
8548,1,32,37,10,18,37,21,12,6,28,20,18,3,19,23,11,17,27,24,25,34,11,7,10,43,29,14,13,18,23,33,34,14,15,15,38,10,25,17,1,38,28,38,34,5,14,38,16,37,27,3,43,9,21,10,13,16,25,28,5,42,20,23,15,9,32,41,31,11,42,26,24,44,15,33,42,10,40,41,41,16,6,30,18,41,32,44,43,2,38
8549,9,31,41,7,4,17,15,4,10,43,41,7,42,12,32,42,20,36,25,21,22,44,32,15,16,32,10,4,35,10,43,35,32,33,24,39,14,11,20,44,4,33,31,24,29,5,4,26,41,42,33,21,8,31,10,11,32,25,7,34,20,16,21,29,18,39,17,20,36,40,32,11,12,26,36,2,9,23,19,42,17,39,35,17,19,19,32,43,39,35
8550,22,9,17,29,30,9,36,2,29,29,22,28,29,21,3,26,37,28,26,8,16,5,13,15,11,10,39,40,12,9,8,6,34,13,15,43,12,26,10,43,9,18,29,31,38,25,15,43,38,23,44,7,3,8,39,21,16,10,36,18,11,43,6,8,2,4,42,8,23,4,12,7,25,17,33,33,21,19,10,4,27,19,19,26,13,11,21,41,35,24
8551,24,2,33,19,26,16,21,17,32,28,14,4,40,32,31,8,43,37,27,31,8,13,42,43,32,3,35,12,7,9,25,24,39,36,4,17,5,42,28,13,27,19,22,43,38,32,26,7,5,22,40,15,8,4,1,25,39,2,19,44,11,11,18,36,18,26,24,9,21,42,44,5,12,38,38,44,10,40,5,17,25,35,13,37,15,8,37,40,34,18
8552,28,1,5,11,34,32,21,36,10,41,23,10,35,42,25,15,16,22,29,39,39,37,27,3,14,24,23,42,41,29,23,37,16,3,27,2,16,38,32,40,20,42,41,42,17,4,18,4,18,30,42,10,31,10,20,6,8,36,23,23,12,24,44,2,44,16,42,1,18,41,28,25,43,13,15,40,25,14,27,44,9,22,35,24,42,39,41,17,4,3
8553,7,19,1,25,41,8,17,4,10,36,38,4,15,39,33,19,38,24,7,28,32,4,9,20,41,26,32,10,11,41,23,42,32,35,34,7,22,37,2,13,12,38,16,5,22,38,9,40,32,23,38,3,42,42,40,27,18,8,43,18,39,37,13,39,5,28,37,20,44,19,19,18,34,21,38,22,22,39,34,39,24,1,33,24,5,11,38,30,41,10
8554,28,6,19,8,25,33,24,30,2,31,9,13,29,42,25,3,9,34,26,23,14,30,3,6,36,13,19,5,31,4,1,18,4,31,29,9,2,15,36,12,35,18,42,1,34,27,11,7,35,26,15,44,24,15,16,23,41,14,8,31,39,12,1,37,22,44,7,25,17,1,11,11,18,15,10,32,7,6,12,43,35,26,24,12,27,31,43,24,13,16
8555,14,44,11,7,3,21,26,19,7,27,21,10,22,22,43,4,23,33,8,7,39,17,29,3,11,30,25,32,16,14,10,32,19,23,24,24,37,1,27,21,39,31,11,36,13,10,41,37,21,24,18,21,34,8,7,37,10,39,5,25,20,31,22,43,34,8,39,25,24,4,14,32,27,17,20,32,43,22,44,44,23,20,34,33,22,8,32,21,23,29
8556,32,33,13,1,28,12,15,33,35,38,29,11,39,31,38,27,6,39,30,1,8,9,35,27,32,15,19,28,20,21,3,7,26,9,18,6,44,24,18,9,38,29,24,34,4,24,22,10,35,30,34,6,24,3,19,16,1,43,37,9,17,29,16,22,1,38,18,17,6,8,2,38,38,37,43,44,10,42,20,9,12,2,21,9,29,5,21,26,29,5
8557,41,19,14,29,39,8,29,31,16,11,29,44,3,43,32,28,12,1,42,16,16,11,27,19,41,40,36,6,7,41,32,39,43,37,26,39,44,34,43,39,20,21,3,27,23,30,43,11,32,20,15,5,12,24,15,27,21,25,42,12,42,14,20,18,8,39,28,30,3,9,14,44,5,28,8,40,6,2,33,2,8,43,28,24,25,34,23,14,10,18
8558,42,36,4,14,15,32,38,15,9,37,19,14,4,14,18,29,42,19,2,26,10,8,38,43,25,18,40,18,42,10,20,8,37,38,23,25,11,9,37,12,28,33,34,25,33,12,2,12,2,15,32,24,8,41,1,36,2,27,5,30,43,14,20,22,12,20,37,30,8,22,30,41,7,20,17,19,23,3,25,16,3,14,13,24,14,40,15,20,7,35
8559,38,40,18,31,21,1,17,29,31,44,2,13,8,31,4,41,37,31,6,18,32,6,30,23,29,31,17,18,20,6,1,9,38,21,42,19,4,12,34,9,33,27,27,27,9,42,4,11,21,7,24,36,21,36,16,24,35,22,42,35,42,13,42,28,5,36,40,37,40,34,19,9,41,30,37,13,20,25,13,1,17,44,31,30,8,44,21,34,11,8
8560,28,23,10,37,39,16,8,8,27,4,20,18,33,31,23,18,42,19,10,22,13,29,28,19,14,40,26,10,24,36,37,38,43,16,44,5,33,39,2,34,2,8,19,10,35,29,34,10,32,25,41,10,35,30,10,38,26,22,27,3,5,26,18,19,14,6,5,17,18,15,18,20,3,34,42,20,5,32,40,7,35,38,1,3,21,6,16,8,1,14
8561,32,35,44,41,16,27,20,13,40,33,42,6,10,32,8,3,11,20,28,33,27,10,9,21,34,43,12,36,5,1,43,12,38,43,31,12,18,12,9,17,30,35,23,5,38,8,37,21,9,39,10,38,42,10,43,4,14,23,3,17,28,37,26,20,42,4,21,1,37,1,35,34,14,26,10,9,29,34,11,34,37,43,43,13,20,33,11,10,39,22
8562,10,41,28,4,21,7,32,30,15,3,37,19,37,5,34,28,31,8,36,25,7,44,12,40,7,8,22,5,31,30,22,40,39,6,22,1,40,19,11,27,15,19,9,18,3,44,29,30,3,31,29,43,22,20,12,40,32,10,31,9,35,30,14,24,24,18,1,22,23,34,32,6,32,38,22,24,30,28,16,18,34,31,10,26,9,5,23,23,37,21
8563,22,30,2,4,22,12,35,41,42,27,37,20,34,23,44,22,16,22,19,33,5,21,6,14,3,14,41,15,41,37,12,5,5,30,44,28,26,12,4,7,22,22,5,7,33,11,38,40,2,1,32,28,27,30,28,7,28,20,30,23,21,15,20,16,31,24,3,20,36,35,37,31,9,29,29,8,19,37,43,23,37,20,38,18,20,23,14,13,44,23
8564,35,2,23,13,6,16,44,36,31,20,36,22,12,40,30,29,16,6,26,19,38,36,5,8,40,9,5,21,39,7,42,22,37,37,18,37,5,5,42,35,36,25,27,29,1,12,30,20,18,35,13,7,13,27,14,14,40,12,44,22,33,11,6,30,36,11,28,22,31,19,26,32,20,8,13,31,30,22,41,31,37,7,1,13,13,44,38,7,36,31
8565,12,40,34,12,36,26,17,16,22,40,23,19,37,33,2,43,42,22,34,5,41,38,17,24,43,34,13,11,32,44,27,4,4,6,10,13,1,4,28,16,35,9,42,43,16,34,18,43,19,3,44,14,30,30,20,11,27,30,16,23,35,44,32,28,7,9,41,36,36,32,37,27,16,40,30,2,13,13,29,20,36,4,5,3,1,29,29,7,21,36
8566,32,1,21,24,20,1,28,24,27,19,7,36,20,42,29,21,38,18,30,17,9,28,24,39,39,26,10,17,36,9,10,26,5,31,13,17,43,31,22,12,38,41,32,34,24,8,15,38,27,2,25,34,10,13,28,12,1,40,24,37,31,1,36,27,34,41,1,21,29,20,26,39,6,2,4,9,42,43,17,41,26,43,8,39,34,23,26,28,6,30
8567,28,44,1,41,4,34,26,40,12,32,13,24,36,32,22,26,9,7,20,33,7,15,11,17,34,14,29,5,33,23,14,28,31,9,24,12,9,9,22,5,17,28,29,30,43,24,5,29,32,43,19,14,16,32,38,29,34,34,31,35,16,36,22,11,12,18,44,3,33,35,19,6,25,11,8,6,44,37,11,43,28,4,23,14,26,16,35,9,6,44
8568,39,8,43,37,23,18,7,25,22,34,22,41,32,23,27,44,23,44,44,44,16,32,37,36,39,30,37,34,27,27,43,43,42,9,38,36,16,33,21,21,17,19,25,16,41,14,39,2,21,2,33,39,40,16,9,23,27,18,31,14,17,41,35,33,5,20,2,43,41,31,9,13,37,16,34,10,28,31,23,40,23,11,38,39,19,32,11,9,39,18
8569,10,42,4,40,13,9,35,26,27,24,29,23,36,10,7,30,1,25,9,11,20,15,36,7,23,24,9,31,14,32,32,7,29,43,43,38,9,2,6,18,16,32,33,41,12,24,11,40,25,5,13,30,43,36,34,8,26,43,36,5,32,22,29,13,3,6,18,42,16,15,41,10,28,10,32,43,21,29,41,42,10,4,3,26,10,40,34,38,11,36
8570,39,19,7,6,13,10,19,36,22,24,3,36,11,15,4,24,41,24,29,39,24,22,40,11,22,17,2,30,41,2,5,6,37,11,6,34,27,15,25,3,15,4,17,44,30,10,32,4,4,13,32,10,16,4,31,32,20,38,34,3,6,14,11,35,35,36,30,16,12,12,30,28,24,11,36,22,17,6,24,9,15,40,38,3,35,30,34,34,25,41
8571,17,30,2,28,40,11,2,26,38,3,11,4,3,39,25,6,9,29,10,21,28,39,25,9,6,7,30,20,37,37,34,40,11,32,15,42,42,5,37,6,9,23,7,22,6,44,22,38,24,20,5,15,17,26,9,1,19,14,38,7,32,18,35,7,24,30,18,2,29,25,11,23,6,24,24,18,11,31,26,10,31,16,15,40,21,22,3,17,21,32
8572,27,38,7,22,33,29,38,7,11,44,28,26,10,7,43,35,35,26,44,27,23,22,27,33,4,44,36,32,40,36,30,23,5,27,2,1,36,33,17,15,9,14,4,17,33,11,5,33,13,18,42,14,24,25,16,1,38,2,5,4,34,24,23,7,25,42,3,30,32,30,10,21,42,35,33,9,31,37,34,34,25,14,1,32,2,33,3,36,36,22
8573,13,9,13,12,26,16,14,39,2,43,19,10,15,43,4,4,33,31,28,30,2,10,36,43,15,42,37,29,27,41,34,42,43,1,35,40,7,35,11,32,4,26,21,23,16,27,3,24,43,35,12,41,16,43,29,30,29,3,8,21,11,3,25,31,18,42,10,4,8,26,14,23,10,1,18,30,20,19,6,19,15,7,40,42,26,33,26,36,44,11
8574,29,27,26,11,6,39,22,36,26,37,32,22,15,38,1,26,36,3,42,41,16,10,34,43,2,44,5,2,42,14,42,3,6,39,34,38,4,12,17,8,4,21,41,3,36,21,11,4,7,9,13,23,24,27,12,8,12,30,17,27,11,21,36,26,3,26,43,30,15,10,34,23,44,22,10,1,1,8,7,19,12,34,24,26,32,29,12,23,5,26
8575,33,42,42,6,38,23,5,15,3,20,16,27,25,26,40,37,12,17,15,1,24,30,5,25,36,26,11,36,25,44,11,27,37,37,15,38,40,8,14,33,36,3,21,41,7,18,35,5,16,21,29,34,37,18,12,35,18,17,12,30,43,24,42,37,29,18,30,26,2,5,1,18,35,42,30,16,18,30,14,28,29,19,22,10,39,40,7,21,5,44
8576,24,37,40,1,15,16,9,28,1,43,32,3,17,38,24,17,43,43,5,31,44,33,11,40,25,38,30,6,19,40,32,11,36,4,19,24,29,28,27,5,5,23,26,6,10,40,17,39,17,1,35,34,10,11,19,25,5,6,18,22,13,40,31,19,20,3,1,10,30,3,42,21,7,39,11,36,6,8,18,4,1,21,3,30,13,25,16,7,12,38
8577,4,42,26,7,4,35,27,44,37,14,40,13,8,2,24,38,33,14,38,2,26,5,2,41,26,15,19,7,4,23,25,13,44,32,35,26,39,13,33,12,2,8,25,5,10,15,9,40,31,5,6,8,9,17,20,34,17,4,37,3,30,6,18,8,20,30,38,31,42,5,8,21,31,11,37,27,23,1,14,26,35,1,30,9,21,22,42,6,14,14
8578,2,27,41,19,41,2,27,4,6,17,13,25,37,38,37,4,39,39,28,43,1,4,1,24,32,7,11,37,31,39,11,9,28,38,33,16,30,25,33,29,15,42,32,24,4,17,39,2,39,7,33,39,7,8,32,42,30,44,8,12,4,42,11,14,20,14,12,19,34,10,29,29,1,33,38,33,23,35,36,2,31,2,25,43,17,8,22,15,4,33
8579,32,12,42,34,36,36,20,17,34,30,23,21,5,36,1,15,40,22,24,8,34,19,10,33,3,4,2,10,39,26,28,22,29,10,34,34,24,37,17,20,39,13,21,35,14,34,10,29,34,31,28,32,10,3,38,6,34,4,24,12,1,37,16,23,24,42,41,13,42,39,1,29,2,28,35,19,34,43,6,31,25,19,31,1,12,23,36,16,41,22
8580,15,37,16,8,9,40,8,4,39,19,20,40,1,40,6,33,32,24,14,41,7,3,41,7,26,30,20,43,20,35,22,4,7,24,43,18,19,37,16,18,22,37,30,38,42,30,14,25,18,19,18,35,6,43,7,33,1,19,19,6,43,43,23,19,39,39,20,39,23,38,2,25,23,28,31,38,9,34,23,5,38,11,6,33,21,1,15,34,34,34
8581,32,1,17,13,40,25,9,17,29,3,29,27,11,30,8,17,13,38,35,44,28,14,17,18,35,9,20,31,3,9,29,9,18,21,38,12,42,38,33,10,6,34,16,1,34,27,28,9,36,10,28,14,12,36,35,7,10,27,37,4,6,43,7,5,41,26,4,30,15,9,42,7,6,13,25,20,20,10,6,7,42,29,35,1,42,4,15,27,37,12
8582,22,34,34,31,28,19,15,35,3,11,29,1,21,32,38,7,25,11,28,21,39,3,12,9,14,18,30,27,28,3,18,17,14,39,4,3,8,16,26,15,6,13,17,37,44,40,16,42,9,26,30,37,29,9,7,11,30,7,1,33,9,26,32,43,40,37,41,32,17,33,5,20,38,20,29,32,21,12,43,24,6,25,34,38,42,1,17,42,1,31
8583,37,39,16,28,15,22,15,37,11,4,21,44,30,41,20,22,34,11,16,33,1,14,26,43,30,32,35,36,37,4,31,31,39,38,41,34,2,18,36,37,12,6,38,12,12,3,42,4,8,33,15,37,24,24,2,17,37,22,18,42,17,17,10,41,20,19,16,37,30,37,33,5,7,38,34,31,23,41,34,22,6,16,11,1,1,38,38,40,3,4
8584,41,16,13,8,33,26,15,16,40,36,22,44,14,10,35,7,37,4,3,15,13,4,1,34,24,38,10,16,37,29,16,26,20,11,19,43,12,1,16,28,40,2,26,37,33,35,9,28,37,44,31,36,18,1,28,43,30,39,22,20,26,23,26,32,42,7,5,5,6,8,23,10,30,41,38,33,29,14,4,42,32,23,18,26,41,20,43,31,34,17
8585,29,31,35,25,15,43,5,8,19,39,9,44,31,11,29,37,34,18,41,25,14,17,37,7,13,20,10,4,25,11,20,13,32,14,23,8,27,13,20,2,36,25,30,4,31,24,26,37,42,14,30,13,38,24,35,4,5,16,24,8,42,40,36,34,20,10,24,3,1,32,23,31,16,3,1,39,34,43,12,44,25,33,10,6,42,7,18,35,9,29
8586,40,41,16,31,33,2,26,6,26,33,12,29,42,26,11,2,32,13,39,4,41,7,38,35,26,9,39,20,33,43,37,19,18,18,10,30,1,6,5,43,15,10,33,34,4,32,9,15,25,8,11,38,30,20,25,1,29,21,7,3,10,17,44,4,7,15,42,21,14,25,14,42,9,6,4,7,3,40,36,36,42,39,38,19,13,26,24,42,3,5
8587,28,18,29,31,7,13,13,41,29,1,2,10,35,3,23,11,24,18,7,2,9,6,44,30,14,33,8,40,28,33,32,40,39,24,38,12,32,30,26,32,14,31,18,9,35,1,8,44,20,6,2,30,38,18,4,3,22,15,43,13,17,42,17,25,42,18,20,18,10,18,14,18,27,38,6,19,7,25,12,38,15,3,23,13,37,4,21,12,42,18
8588,38,7,5,3,1,38,10,41,19,10,23,37,17,28,10,1,27,25,5,43,13,24,21,13,44,35,1,38,1,9,3,40,17,41,32,33,5,15,41,20,10,11,15,21,20,11,33,4,37,8,44,36,25,38,3,43,19,22,43,1,22,35,26,40,21,4,7,41,34,38,17,31,13,30,42,10,14,22,7,13,6,7,25,20,21,33,40,43,29,40
8589,4,44,36,23,2,28,40,41,12,41,44,36,36,23,16,2,17,24,7,17,36,14,24,42,15,30,10,36,19,9,10,23,16,2,4,11,9,8,16,19,30,43,34,9,17,19,33,41,40,16,11,37,37,3,11,21,23,13,36,16,39,18,16,20,32,1,33,7,3,9,20,35,36,27,16,18,4,40,13,33,38,30,22,32,30,7,37,6,23,22
8590,36,7,29,37,13,28,4,28,19,31,21,24,30,41,9,33,34,30,21,3,37,30,40,12,15,42,7,32,24,22,40,20,34,25,44,40,32,15,7,13,40,11,7,33,17,3,35,14,7,3,40,32,12,25,29,36,29,22,22,37,35,24,1,44,37,18,20,35,22,12,8,3,39,24,13,8,43,35,27,7,3,26,29,37,16,33,31,25,9,6
8591,38,6,17,36,37,8,10,36,28,17,18,29,4,40,14,6,29,42,42,33,33,33,5,2,29,32,30,2,38,39,7,16,10,33,23,24,35,26,21,15,4,39,23,18,16,19,3,25,13,36,9,29,24,44,20,13,44,13,35,17,3,2,3,3,33,40,42,18,26,21,4,41,32,18,12,28,30,30,22,38,18,36,18,44,24,26,39,34,22,28
8592,20,25,13,15,4,1,17,7,29,22,7,36,29,14,12,27,41,13,33,27,2,3,28,27,25,32,23,26,36,42,7,22,37,8,11,9,13,36,31,42,33,32,36,27,21,30,34,26,6,40,36,44,28,3,27,43,22,34,11,41,30,35,41,33,13,24,18,37,25,38,24,35,35,19,1,41,23,30,31,1,39,14,40,41,4,8,23,15,9,43
8593,36,22,17,14,33,40,22,34,6,13,26,14,4,9,36,32,11,22,4,23,40,17,6,14,26,14,41,23,16,25,3,18,20,35,15,8,10,24,7,1,41,34,40,5,35,10,14,18,14,12,28,18,17,27,22,34,7,2,39,11,13,18,16,18,37,5,15,24,3,44,38,1,8,10,33,29,18,1,16,41,3,4,7,15,26,2,12,41,29,38
8594,38,19,11,36,16,2,38,41,12,4,39,15,31,7,10,3,39,6,41,12,42,10,41,40,4,44,41,14,38,28,13,28,35,40,37,36,13,12,41,20,12,5,31,14,5,21,14,38,19,4,19,16,5,10,13,23,1,14,34,24,31,8,16,42,14,2,25,1,27,18,22,37,21,23,8,15,18,8,23,40,5,21,6,22,16,17,22,22,37,35
8595,37,28,20,12,21,33,32,23,19,23,12,16,40,3,20,2,18,17,3,43,3,32,20,30,24,33,25,43,8,13,42,25,11,20,38,3,12,30,8,20,39,9,12,16,23,44,33,29,19,16,16,6,42,12,8,5,40,16,5,17,39,31,20,26,29,23,39,30,33,14,28,8,36,18,44,14,5,2,30,40,7,39,19,3,27,35,28,21,29,10
8596,32,13,25,17,12,22,37,18,14,36,14,5,22,38,8,10,36,5,38,10,13,29,18,2,42,22,12,36,26,21,29,38,17,33,10,2,9,25,12,35,5,28,3,42,1,44,6,28,8,37,11,24,34,14,4,41,35,40,38,22,42,30,26,10,11,42,14,24,22,42,29,10,16,16,8,35,31,38,42,14,40,14,42,38,15,15,26,4,18,6
8597,42,19,4,33,34,29,3,37,36,1,7,1,10,28,5,34,12,43,6,7,12,16,28,37,23,13,6,38,39,31,28,21,10,11,39,41,29,40,28,38,2,22,38,21,19,29,21,10,24,17,2,7,2,14,32,32,5,19,13,44,14,33,42,30,1,14,30,15,37,25,34,16,18,19,24,5,29,7,2,3,44,16,25,29,20,15,7,4,20,43
8598,19,29,4,24,38,31,30,20,13,44,4,35,14,36,11,37,32,43,17,17,19,39,44,15,21,42,33,5,35,3,43,1,9,44,2,18,2,5,8,40,35,27,13,9,40,29,23,14,9,19,19,36,26,41,5,36,26,16,5,24,43,34,18,2,3,32,5,37,4,39,28,24,39,42,28,34,17,41,41,22,19,42,20,31,9,41,11,11,22,6
8599,27,16,26,19,14,33,21,8,22,9,31,29,24,19,34,1,35,9,35,44,29,19,17,25,18,29,25,43,40,2,32,19,19,5,33,8,11,10,27,11,23,10,4,13,42,6,18,34,12,9,41,27,41,36,16,34,14,7,20,19,40,42,20,40,18,24,44,27,17,15,31,24,20,38,22,22,38,37,14,29,31,34,4,7,27,18,29,22,20,5
8600,4,25,25,28,44,36,17,13,36,16,3,8,25,7,2,34,41,19,44,42,23,30,32,21,11,32,25,31,41,8,40,40,37,28,23,31,16,7,22,30,28,29,43,29,12,43,24,10,10,43,33,42,10,5,14,26,8,4,22,5,28,1,28,21,10,25,35,24,4,15,40,44,26,26,7,22,21,18,12,27,43,8,43,6,31,4,10,12,20,31
8601,2,12,9,36,31,32,41,25,21,21,39,21,35,9,14,7,42,29,22,8,32,35,15,39,44,8,2,34,10,18,9,22,35,28,40,34,39,9,22,7,1,23,19,38,43,5,7,22,40,5,41,33,43,18,37,40,34,11,31,13,2,34,44,35,2,39,5,27,3,31,7,37,39,25,33,27,38,18,27,24,41,18,12,18,44,39,22,16,40,9
8602,12,34,12,13,22,19,30,40,16,19,25,6,22,16,1,3,13,9,5,31,21,34,13,14,37,23,40,7,17,44,15,5,1,10,11,38,34,44,6,35,17,31,4,28,9,27,24,4,4,2,14,39,20,31,43,27,35,13,32,2,24,16,5,42,1,16,34,28,23,11,26,35,42,13,43,21,9,30,29,26,35,29,4,10,6,13,21,29,33,3
8603,34,27,43,13,31,15,29,7,14,1,12,2,31,39,1,38,9,34,7,39,18,42,39,11,42,4,39,39,32,37,26,7,18,6,32,9,14,1,1,36,13,8,24,9,22,17,22,4,3,6,14,35,36,31,43,15,38,7,8,36,44,6,8,7,18,42,26,39,43,41,3,16,30,18,20,5,40,6,35,10,8,38,39,18,9,18,40,29,5,22
8604,35,25,3,40,32,26,19,34,36,2,37,14,30,30,22,11,38,2,14,41,23,29,32,25,25,43,34,12,37,42,30,30,43,9,44,22,33,43,8,44,21,12,8,31,43,11,33,18,4,40,8,27,39,2,35,6,12,33,6,11,23,12,30,14,9,1,29,36,19,29,36,8,17,39,25,16,35,14,42,31,14,29,24,1,22,24,36,44,13,35
8605,35,2,26,32,11,44,39,25,19,35,8,23,14,35,22,8,33,6,5,4,16,19,6,10,37,19,43,29,27,9,7,10,2,23,18,21,15,33,30,29,44,41,4,6,32,13,7,32,27,9,11,37,10,7,25,7,21,12,22,1,28,44,13,37,29,18,32,8,12,22,27,31,23,37,29,17,11,25,14,13,40,11,17,6,23,6,11,6,27,14
8606,41,22,13,37,33,19,20,41,17,10,6,3,12,25,32,5,6,10,9,14,16,37,14,6,30,29,15,25,28,14,17,22,11,19,3,6,31,43,13,36,41,28,33,18,37,14,33,29,33,5,21,26,37,2,5,7,23,28,10,41,12,17,41,42,38,27,37,38,8,19,11,6,40,7,31,1,8,19,18,20,20,7,11,35,13,5,39,42,40,33
8607,26,3,43,7,30,36,6,10,44,1,33,10,15,34,31,13,30,29,44,33,1,40,33,41,19,14,7,36,29,40,12,5,13,9,11,1,19,29,26,18,6,24,8,5,6,32,3,41,17,20,24,25,41,40,7,11,34,43,9,40,40,41,26,38,16,4,23,34,34,22,2,15,44,2,44,42,17,9,7,38,44,42,18,34,39,10,6,6,26,38
8608,14,29,33,29,16,32,22,38,10,25,14,39,2,23,16,1,8,23,44,7,16,2,5,24,30,13,22,1,32,12,9,37,16,20,1,37,10,16,43,44,31,5,25,17,2,19,8,30,15,33,17,30,26,31,33,18,37,41,38,15,5,29,12,9,32,5,10,9,41,6,20,8,40,25,15,5,13,18,25,13,38,22,9,34,21,9,34,42,35,5
8609,35,25,17,6,11,13,16,33,30,43,23,6,42,36,31,7,19,5,38,34,11,13,16,24,30,40,37,35,3,18,44,6,28,6,44,6,26,28,18,18,29,14,34,27,21,2,33,15,29,9,20,15,15,19,30,27,27,24,15,7,8,41,31,19,10,24,25,35,33,9,16,16,2,39,29,21,36,22,35,36,40,5,3,22,2,42,28,7,32,38
